reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.025,0.0054176524
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.05,0.0072665615
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.1,0.009738957
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.15,0.012000943
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.2,0.015720058
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.25,0.016639564
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.3,0.018818459
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.35,0.019669088
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.4,0.01988694
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.45,0.022492692
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.5,0.022997452
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.55,0.025118716
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.6,0.025668092
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.65,0.027020793
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.7,0.029015968
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.75,0.029125262
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.8,0.030283136
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.85,0.03398735
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.9,0.04112032
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.95,0.08427884
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.975,0.10545883
2022-12-10,wk inc flu prop ed visits,2,2022-12-24,South Carolina,quantile,0.99,0.12337351
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.01,0.0
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.025,0.002320586
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.05,0.004660105
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.1,0.009181226
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.15,0.009637298
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.2,0.012287601
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.25,0.016550481
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.3,0.01673109
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.35,0.01705149
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.4,0.017554771
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.45,0.0177408
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.5,0.02149134
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.55,0.021678519
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.6,0.021766668
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.65,0.022662768
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.7,0.023640847
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.75,0.024242671
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.8,0.026650505
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.85,0.027816005
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.9,0.039228264
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.95,0.08258116
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.975,0.09092306
2022-12-10,wk inc flu prop ed visits,3,2022-12-31,South Carolina,quantile,0.99,0.114416726
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.01,0.0002913612
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.025,0.0011374602
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.05,0.0017884019
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.1,0.00668615
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.15,0.0066960976
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.2,0.007813226
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.25,0.012640044
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.3,0.013082225
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.35,0.013991947
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.4,0.014655698
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.45,0.014776425
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.5,0.015980616
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.55,0.016522048
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.6,0.017017392
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.65,0.017396992
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.7,0.01758134
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.75,0.017689234
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.8,0.022285238
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.85,0.030792298
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.9,0.043710273
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.95,0.07580677
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.975,0.09270849
2022-12-10,wk inc flu prop ed visits,4,2023-01-07,South Carolina,quantile,0.99,0.109923325
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.01,0.00022117411
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.025,0.005509571
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.05,0.010201263
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.1,0.012102169
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.15,0.013095421
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.2,0.015732052
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.25,0.016663192
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.3,0.01755058
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.35,0.018631894
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.4,0.020262215
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.45,0.020808466
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.5,0.021320604
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.55,0.022166435
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.6,0.022189042
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.65,0.02411393
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.7,0.024275126
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.75,0.025672559
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.8,0.027763756
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.85,0.030868128
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.9,0.04583655
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.95,0.076246716
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.975,0.08350083
2022-12-17,wk inc flu prop ed visits,1,2022-12-24,South Carolina,quantile,0.99,0.095856175
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.01,0.0038339894
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.025,0.00464767
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.05,0.0049301847
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.1,0.0072784303
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.15,0.0075823343
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.2,0.0120273065
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.25,0.012506436
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.3,0.015367317
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.35,0.01596226
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.4,0.016020413
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.45,0.016090406
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.5,0.019050417
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.55,0.019751497
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.6,0.019892607
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.65,0.020098187
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.7,0.022739146
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.75,0.023986798
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.8,0.024585996
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.85,0.02680873
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.9,0.037976835
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.95,0.07213578
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.975,0.09251569
2022-12-17,wk inc flu prop ed visits,2,2022-12-31,South Carolina,quantile,0.99,0.11121086
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.01,0.0
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.025,0.0007973736
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.05,0.0049960706
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.1,0.006409769
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.15,0.0068292734
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.2,0.009803976
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.25,0.011406403
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.3,0.012346164
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.35,0.013582748
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.4,0.014130849
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.45,0.014154637
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.5,0.016698182
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.55,0.01714091
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.6,0.017254148
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.65,0.017344598
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.7,0.019175073
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.75,0.021610398
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.8,0.021662269
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.85,0.022571763
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.9,0.03701083
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.95,0.07578619
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.975,0.07961631
2022-12-17,wk inc flu prop ed visits,3,2023-01-07,South Carolina,quantile,0.99,0.10199917
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.01,0.0003990676
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.025,0.000878897
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.05,0.0011199855
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.1,0.0041782516
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.15,0.005284145
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.2,0.005727588
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.25,0.009540841
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.3,0.009580984
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.35,0.010392527
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.4,0.010626906
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.45,0.011806792
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.5,0.012383242
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.55,0.013570026
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.6,0.013622124
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.65,0.013783646
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.7,0.013883936
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.75,0.013915208
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.8,0.018387672
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.85,0.026877897
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.9,0.04016896
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.95,0.068551876
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.975,0.08147678
2022-12-17,wk inc flu prop ed visits,4,2023-01-14,South Carolina,quantile,0.99,0.09670714
2022-12-24,wk inc flu prop ed visits,1,2022-12-31,South Carolina,quantile,0.01,0.0
2022-12-24,wk inc flu prop ed visits,1,2022-12-31,South Carolina,quantile,0.025,0.0041296515
2022-12-24,wk inc flu prop ed visits,1,2022-12-31,South Carolina,quantile,0.05,0.007819353
2022-12-24,wk inc flu prop ed visits,1,2022-12-31,South Carolina,quantile,0.1,0.0093219215
2022-12-24,wk inc flu prop ed visits,1,2022-12-31,South Carolina,quantile,0.15,0.010507076
2022-12-24,wk inc flu prop ed visits,1,2022-12-31,South Carolina,quantile,0.2,0.011060456
2022-12-24,wk inc flu prop ed visits,1,2022-12-31,South Carolina,quantile,0.25,0.011902564
2022-12-24,wk inc flu prop ed visits,1,2022-12-31,South Carolina,quantile,0.3,0.014019328
